sample_id,question,rationale,options_len,answer,A,B,C,D,E,model_prompt,outputs,preds,correct,full_prompt
16a05d60ba0ac228dc217f24b5ed68ba3c99ff44cffd2d75633cde981f2c0438,"A 7 year old boy was diagnosed with juvenile idiopathic arthritis. He has been on medications for almost 1 year. You will be careful with prescription of one of these drugs
",no rationale,4,D,Methotrexate,Hydroxychloroquine,Ibuprofen,Prednisolone,,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: A 7 year old boy was diagnosed with juvenile idiopathic arthritis. He has been on medications for almost 1 year. You will be careful with prescription of one of these drugs

###Options:
A.  Methotrexate
B.  Hydroxychloroquine
C.  Ibuprofen
D.  Prednisolone

###Answer:","Answer: A. Methotrexate

Rationale: Methotrexate is widely used in juvenile idiopathic arthritis (JIA) but demands special caution, especially over the long term. In children on methotrexate, one must monitor for hepatic toxicity with regular liver function tests and watch for hematological suppression (e.g., periodic CBC). While glucocorticoids (like prednisolone) and other agents also have important side effects, methotrexate’s narrow safety margin and the need for ongoing lab surveillance make it the agent requiring the greatest care in long‐term pediatric use.",A,False,"
###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option first and then provide a rationale for your answer. 
###Question: 
A 7 year old boy was diagnosed with juvenile idiopathic arthritis. He has been on medications for almost 1 year. You will be careful with prescription of one of these drugs
###options: {""option1"": ""Methotrexate"", ""option2"": ""Hydroxychloroquine"", ""option3"": ""Ibuprofen"", ""option4"": ""Prednisolone"", ""option5"": ""n/a""}"
34b09aa3d65e4aa16fd465f87fb63050702274ecda3dc2f759c40aa2d54d3033,"One of the following does not belong to the classification of rheumatic diseases
",no rationale,4,D,Connective tissue disease,Inflammatory arthritis,Spondyloarhritis,Gouty arthritis,,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: One of the following does not belong to the classification of rheumatic diseases

###Options:
A.  Connective tissue disease
B.  Inflammatory arthritis
C.  Spondyloarhritis
D.  Gouty arthritis

###Answer:","Answer: B. Inflammatory arthritis

Rationale:  
• “Connective tissue disease” (e.g. lupus, scleroderma), “spondyloarthritis” (e.g. ankylosing spondylitis, psoriatic arthritis), and “gouty arthritis” (crystal arthropathy) are well‐recognized groupings or subgroups within the broad family of rheumatic diseases.  
• “Inflammatory arthritis” describes a broad pathophysiologic process (inflammation of the joints) rather than a discrete classification category. Rheumatoid arthritis, spondyloarthritides, and gouty arthritis all fall under the umbrella of “inflammatory arthritis,” but “inflammatory arthritis” itself is not typically listed as a standalone classification group.",B,False,"
###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option first and then provide a rationale for your answer. 
###Question: 
One of the following does not belong to the classification of rheumatic diseases
###options: {""option1"": ""Connective tissue disease"", ""option2"": ""Inflammatory arthritis"", ""option3"": ""Spondyloarhritis"", ""option4"": ""Gouty arthritis"", ""option5"": ""n/a""}"
c6ad8cc85345995634a40eb6cf0550497eb1d938d2da29f466603e2d4f47fa03,"Which of the following is not a characteristic of inflammatory arthritis?
",no rationale,4,B,Symmetrical arthritis,Male preponderance,Genetic  association,Good response to steroid,,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Which of the following is not a characteristic of inflammatory arthritis?

###Options:
A.  Symmetrical arthritis
B.  Male preponderance
C.  Genetic  association
D.  Good response to steroid

###Answer:","Answer: B. Male preponderance

Rationale: Most types of inflammatory arthritis (such as rheumatoid arthritis) exhibit a higher prevalence in females rather than males, making female preponderance more characteristic. Symmetrical involvement, genetic associations, and good responsiveness to steroids are all common features of inflammatory arthritis.",B,True,"
###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option first and then provide a rationale for your answer. 
###Question: 
Which of the following is not a characteristic of inflammatory arthritis?
###options: {""option1"": ""Symmetrical arthritis"", ""option2"": ""Male preponderance"", ""option3"": ""Genetic  association"", ""option4"": ""Good response to steroid"", ""option5"": ""n/a""}"
ece5aa9de23e19ff7eec7e5a55b262c6f81d985cf0e5b588b6e64def264b831f,"Mr. Essien has had two different antipsychotics at the highest tolerable dose for 6 weeks without a change in his condition. His doctors suspect treatment resistance Schizophrenia. Which of the following should you prescribe?




 
",no rationale,5,A,Clozapine,Amisulpride,Quetiapine,Risperidone,Chlorpromazine,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Mr. Essien has had two different antipsychotics at the highest tolerable dose for 6 weeks without a change in his condition. His doctors suspect treatment resistance Schizophrenia. Which of the following should you prescribe?




 

###Options:
A.  Clozapine
B.  Amisulpride
C.  Quetiapine
D.  Risperidone
E.  Chlorpromazine

###Answer:","Answer: A. Clozapine

Rationale: Clozapine is indicated for patients with treatment-resistant schizophrenia, typically after two different antipsychotics (at adequate doses and for an adequate duration) fail to produce a satisfactory clinical response. It has demonstrated superior efficacy in this group compared to other antipsychotics.",A,True,"
###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option first and then provide a rationale for your answer. 
###Question: 
Mr. Essien has had two different antipsychotics at the highest tolerable dose for 6 weeks without a change in his condition. His doctors suspect treatment resistance Schizophrenia. Which of the following should you prescribe?




 
###options: {""option1"": ""Clozapine"", ""option2"": ""Amisulpride"", ""option3"": ""Quetiapine"", ""option4"": ""Risperidone"", ""option5"": ""Chlorpromazine""}"
b53b951648ebe527c836e313159619fbcb4a8a6f5859ed03adf1a1aa36640bf1,"Mr. Essien, a 32-year-old Diabetic with hypercholesterolemia, presents with delusions and hallucinations of over 3 months. Which of the following would you prescribe?




 
",no rationale,5,E,Clozapine,Amisulpride,Quetiapine,Risperidone,Chlorpromazine,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Mr. Essien, a 32-year-old Diabetic with hypercholesterolemia, presents with delusions and hallucinations of over 3 months. Which of the following would you prescribe?




 

###Options:
A.  Clozapine
B.  Amisulpride
C.  Quetiapine
D.  Risperidone
E.  Chlorpromazine

###Answer:","Answer: B. Amisulpride

Rationale: In a patient with significant metabolic concerns (diabetes and hypercholesterolemia), it is preferable to use an antipsychotic associated with relatively fewer metabolic side effects. Among the listed options, amisulpride tends to cause less weight gain and has a lower propensity for disturbing lipid and glucose metabolism compared with agents like clozapine, quetiapine, and risperidone. Although amisulpride can raise prolactin levels, its overall metabolic impact is more favorable in a patient already struggling with diabetes and hyperlipidemia.",B,False,"
###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option first and then provide a rationale for your answer. 
###Question: 
Mr. Essien, a 32-year-old Diabetic with hypercholesterolemia, presents with delusions and hallucinations of over 3 months. Which of the following would you prescribe?




 
###options: {""option1"": ""Clozapine"", ""option2"": ""Amisulpride"", ""option3"": ""Quetiapine"", ""option4"": ""Risperidone"", ""option5"": ""Chlorpromazine""}"
dc0b900ea5d231f96eced3cceebb351cc87a1ecd55849e3c1b52cc139c6b6589,"Sodium Valproate




",no rationale,5,A,↑ GABA neurotransmission and ↓ NA effect,↑ GABA neurotransmission and ↑ NA effect,↓ GABA neurotransmission and ↓ NA effect,↑ GABA neurotransmission but no NA effect,↓ GABA neurotransmission but no NA effect,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Sodium Valproate





###Options:
A.  ↑ GABA neurotransmission and ↓ NA effect
B.  ↑ GABA neurotransmission and ↑ NA effect
C.  ↓ GABA neurotransmission and ↓ NA effect
D.  ↑ GABA neurotransmission but no NA effect
E.  ↓ GABA neurotransmission but no NA effect

###Answer:","Answer: D. ↑ GABA neurotransmission but no NA effect

Rationale: Sodium valproate works primarily by increasing GABA levels in the brain (for example, by inhibiting GABA transaminase), enhancing its inhibitory neurotransmission. It does not have a significant or direct effect on noradrenaline (NA). Consequently, the most accurate option is that valproate increases GABA neurotransmission while having no appreciable effect on NA.",D,False,"
###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option first and then provide a rationale for your answer. 
###Question: 
Sodium Valproate




###options: {""option1"": ""\u2191 GABA neurotransmission and \u2193 NA effect"", ""option2"": ""\u2191 GABA neurotransmission and \u2191 NA effect"", ""option3"": ""\u2193 GABA neurotransmission and \u2193 NA effect"", ""option4"": ""\u2191 GABA neurotransmission but no NA effect"", ""option5"": ""\u2193 GABA neurotransmission but no NA effect""}"
6d0ddc41516da69ba11766b64e93e754ad07fc6fa01aa827d946e1773cf8ed7f,"People who have carbamazepine hypersensitivity are likely to have infections easily because of





",no rationale,5,D,Decreased platelet cell count,Increased platelet cell count,Normal platelet cell count,Decreased white cell count,Increased white cell count,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: People who have carbamazepine hypersensitivity are likely to have infections easily because of






###Options:
A.  Decreased platelet cell count
B.  Increased platelet cell count
C.  Normal platelet cell count
D.  Decreased white cell count
E.  Increased white cell count

###Answer:","Answer: D. Decreased white cell count.

Rationale: Carbamazepine hypersensitivity can lead to hematological side effects, most notably leukopenia or agranulocytosis (reduced leukocytes). A decreased number of white blood cells (particularly neutrophils) compromises the immune system, raising susceptibility to infections.",D,True,"
###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option first and then provide a rationale for your answer. 
###Question: 
People who have carbamazepine hypersensitivity are likely to have infections easily because of





###options: {""option1"": ""Decreased platelet cell count"", ""option2"": ""Increased platelet cell count"", ""option3"": ""Normal platelet cell count"", ""option4"": ""Decreased white cell count"", ""option5"": ""Increased white cell count""}"
e16079be5bff1b81dd02086fc6149702eda7fffaa5d3bd4137c1f70179fa2962,In the analysis of gait which is incorrect?,no rationale,5,E,Circumduction of a leg suggests pyramidal weakness,A high-stepping gait suggests foot drop,Inability to walk heel-to-toe suggests cerebellar disease,Difficulty negotiating doorways suggests parkinsonism,A waddling gait suggests distal muscle weakness,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: In the analysis of gait which is incorrect?
###Options:
A.  Circumduction of a leg suggests pyramidal weakness
B.  A high-stepping gait suggests foot drop
C.  Inability to walk heel-to-toe suggests cerebellar disease
D.  Difficulty negotiating doorways suggests parkinsonism
E.  A waddling gait suggests distal muscle weakness

###Answer:","Answer: E

Rationale:  
• A waddling gait typically suggests proximal muscle weakness (e.g., hip girdle weakness), not distal muscle weakness. That makes option E incorrect.  
• Circumduction of a leg (A) is often seen with pyramidal tract lesions where spasticity prevents the leg from flexing, causing it to swing outwards.  
• A high-stepping gait (B) is indeed characteristic of foot drop (e.g., peroneal nerve palsy).  
• Difficulty with walking heel-to-toe (C) is a common sign of cerebellar dysfunction affecting coordination.  
• Difficulty negotiating doorways or freezing (D) is a classic feature in parkinsonism.",E,True,"
###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option first and then provide a rationale for your answer. 
###Question: 
In the analysis of gait which is incorrect?###options: {""option1"": ""Circumduction of a leg suggests pyramidal weakness"", ""option2"": ""A high-stepping gait suggests foot drop"", ""option3"": ""Inability to walk heel-to-toe suggests cerebellar disease"", ""option4"": ""Difficulty negotiating doorways suggests parkinsonism"", ""option5"": ""A waddling gait suggests distal muscle weakness""}"
9c07a673078f3951908cf5932c7e44b71f4b2545e523bf9490d36ffda2ae5749,"People who have carbamazepine hypersensitivity are likely to bruise easily because of




",no rationale,5,A,Decreased platelet cell count,Increased platelet cell count,Normal platelet cell count,Decreased white cell count,Increased white cell count,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: People who have carbamazepine hypersensitivity are likely to bruise easily because of





###Options:
A.  Decreased platelet cell count
B.  Increased platelet cell count
C.  Normal platelet cell count
D.  Decreased white cell count
E.  Increased white cell count

###Answer:","Answer: A. Decreased platelet cell count

Rationale: Carbamazepine hypersensitivity can lead to bone marrow suppression, including thrombocytopenia (a decrease in platelet count). Thrombocytopenia lowers the body’s ability to form blood clots, which causes patients to bruise easily.",A,True,"
###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option first and then provide a rationale for your answer. 
###Question: 
People who have carbamazepine hypersensitivity are likely to bruise easily because of




###options: {""option1"": ""Decreased platelet cell count"", ""option2"": ""Increased platelet cell count"", ""option3"": ""Normal platelet cell count"", ""option4"": ""Decreased white cell count"", ""option5"": ""Increased white cell count""}"
2ca0c05ce0029035e8cc643c6b97040d8d01115fdba9e3438f3099c8ffafe69b,Which of the following is a cause of finger clubbing?,no rationale,5,A,Infective endocarditis,Mitral stenosis,Aortic regurgitation,Cardiac tamponade,Atrial septal defect,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Which of the following is a cause of finger clubbing?
###Options:
A.  Infective endocarditis
B.  Mitral stenosis
C.  Aortic regurgitation
D.  Cardiac tamponade
E.  Atrial septal defect

###Answer:","Answer: A. Infective endocarditis

Rationale:
Finger clubbing most commonly occurs in conditions associated with chronic hypoxia, certain lung pathologies, or endocardial/valvular abnormalities. Infective endocarditis is well recognized as a cause of clubbing due to the chronic infection and resulting immune complex and vascular changes. Mitral stenosis, aortic regurgitation, cardiac tamponade, and an atrial septal defect (unless it produces significant cyanosis) are generally not associated with finger clubbing.",A,True,"
###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option first and then provide a rationale for your answer. 
###Question: 
Which of the following is a cause of finger clubbing?###options: {""option1"": ""Infective endocarditis"", ""option2"": ""Mitral stenosis"", ""option3"": ""Aortic regurgitation"", ""option4"": ""Cardiac tamponade"", ""option5"": ""Atrial septal defect""}"
dcbd22fb534084062288d49010c904c1966f33eeec3e0a20d4a33113f754ce98,"For ladies taking carbamazepine, warn of use of other contraception apart from the pill because





",no rationale,5,C,Carbamazepine toxicity can occur,There is no need for warning,Carbamazepine induces metabolism of oral contraceptive pills,Carbamazepine inhibits metabolism of oral contraceptive pills,Oral contraceptive pills induce carbamazepine metabolism,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: For ladies taking carbamazepine, warn of use of other contraception apart from the pill because






###Options:
A.  Carbamazepine toxicity can occur
B.  There is no need for warning
C.  Carbamazepine induces metabolism of oral contraceptive pills
D.  Carbamazepine inhibits metabolism of oral contraceptive pills
E.  Oral contraceptive pills induce carbamazepine metabolism

###Answer:","Answer: C. Carbamazepine induces metabolism of oral contraceptive pills

Rationale: Carbamazepine is a hepatic enzyme inducer that accelerates the metabolism of certain oral contraceptive pills, potentially reducing their effectiveness. Therefore, it is important to advise women taking carbamazepine to consider additional or alternative methods of contraception.",C,True,"
###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option first and then provide a rationale for your answer. 
###Question: 
For ladies taking carbamazepine, warn of use of other contraception apart from the pill because





###options: {""option1"": ""Carbamazepine toxicity can occur"", ""option2"": ""There is no need for warning"", ""option3"": ""Carbamazepine induces metabolism of oral contraceptive pills"", ""option4"": ""Carbamazepine inhibits metabolism of oral contraceptive pills"", ""option5"": ""Oral contraceptive pills induce carbamazepine metabolism""}"
5d249c010bd9b47a5b62305ea709c1e258bd301330684991e28726abba6b0a84,The following are incorrect in the evaluation of a patient with headache except?,no rationale,5,A,Thunderclap headache is invariably associated with subarachnoid haemorrhage,Patients with viral meningitis invariably display meningism,The presence of concurrent focal limb weakness excludes migraine,Improvement with simple analgesia suggests tension headache,Headache on waking suggests raised intracranial pressure,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: The following are incorrect in the evaluation of a patient with headache except?
###Options:
A.  Thunderclap headache is invariably associated with subarachnoid haemorrhage
B.  Patients with viral meningitis invariably display meningism
C.  The presence of concurrent focal limb weakness excludes migraine
D.  Improvement with simple analgesia suggests tension headache
E.  Headache on waking suggests raised intracranial pressure

###Answer:","Answer: E. Headache on waking suggests raised intracranial pressure

Rationale:  
• A (thunderclap headache) is not “invariably” associated with subarachnoid hemorrhage; it can also occur in conditions like cerebral venous sinus thrombosis, hypertensive emergencies, and pituitary apoplexy.  
• B (viral meningitis) does not always present with classic meningism; some cases can have milder or atypical presentations.  
• C (focal limb weakness) does not exclude migraine, as certain migraine variants (e.g., hemiplegic migraine) can involve transient focal deficits.  
• D (headache improving with simple analgesia) is not unique to tension headache; migraines and other benign headaches can also respond to basic analgesics.  
• E (headache on waking suggests raised intracranial pressure) is a recognized clinical red flag. Headaches due to raised ICP commonly worsen or become more noticeable in the early morning, making E the correct (i.e., not incorrect) statement among the options.",E,False,"
###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option first and then provide a rationale for your answer. 
###Question: 
The following are incorrect in the evaluation of a patient with headache except?###options: {""option1"": ""Thunderclap headache is invariably associated with subarachnoid haemorrhage"", ""option2"": ""Patients with viral meningitis invariably display meningism"", ""option3"": ""The presence of concurrent focal limb weakness excludes migraine"", ""option4"": ""Improvement with simple analgesia suggests tension headache"", ""option5"": ""Headache on waking suggests raised intracranial pressure""}"
155d205f8a3e6d7fa6d49df46ebeae23cc79be2d1712e05e53f1b3899cbf7e32,"The most likely diagnosis in a previously well 21-year-old man with fever, cough, and pleuritic chest pain for 4 days duration is?",no rationale,5,A,Community-acquired pneumonia,Chronic bronchitis,Emphysema,Tuberculosis,Pulmonary embolism,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: The most likely diagnosis in a previously well 21-year-old man with fever, cough, and pleuritic chest pain for 4 days duration is?
###Options:
A.  Community-acquired pneumonia
B.  Chronic bronchitis
C.  Emphysema
D.  Tuberculosis
E.  Pulmonary embolism

###Answer:","Answer: A. Community-acquired pneumonia

Rationale: A young, previously healthy individual who presents with an acute (4-day) history of fever, cough, and pleuritic chest pain most commonly has an acute pneumonia. Chronic bronchitis (B) and emphysema (C) are more long-standing conditions usually associated with smoking or other risk factors. Tuberculosis (D) often has a more indolent course (weeks to months). Pulmonary embolism (E) can cause sudden pleuritic chest pain and shortness of breath, but an infectious syndrome with fever and productive cough over 4 days is more characteristic of an acute pneumonia.",A,True,"
###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option first and then provide a rationale for your answer. 
###Question: 
The most likely diagnosis in a previously well 21-year-old man with fever, cough, and pleuritic chest pain for 4 days duration is?###options: {""option1"": ""Community-acquired pneumonia"", ""option2"": ""Chronic bronchitis"", ""option3"": ""Emphysema"", ""option4"": ""Tuberculosis"", ""option5"": ""Pulmonary embolism""}"
d480ba6db99e6244221fab4149d3eae8d506b3d20f56263bd30bc90c03f09668,"Tertiary amine TCAs are more preferred to secondary amines because 





",no rationale,5,B,They are more potent and less sedating,They are more potent and more sedating,They are less potent and more sedating,They are less potent and less sedating,They are more potent and not sedating,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Tertiary amine TCAs are more preferred to secondary amines because 






###Options:
A.  They are more potent and less sedating
B.  They are more potent and more sedating
C.  They are less potent and more sedating
D.  They are less potent and less sedating
E.  They are more potent and not sedating

###Answer:","Answer: B. They are more potent and more sedating

Rationale:  
Tertiary-amine tricyclic antidepressants (e.g., amitriptyline) generally have stronger serotonergic (and overall antidepressant) activity compared to secondary amines. They also tend to produce more sedation and have greater anticholinergic effects. Because some patients benefit from the sedative effect (for example, if they have insomnia or severe agitation), tertiary amines can be preferred in those specific clinical scenarios despite the higher sedation and side effect profile. Hence, they are considered “more potent and more sedating.”",B,True,"
###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option first and then provide a rationale for your answer. 
###Question: 
Tertiary amine TCAs are more preferred to secondary amines because 





###options: {""option1"": ""They are more potent and less sedating"", ""option2"": ""They are more potent and more sedating"", ""option3"": ""They are less potent and more sedating"", ""option4"": ""They are less potent and less sedating"", ""option5"": ""They are more potent and not sedating""}"
f47f01b761238a94e39db35d4208da333b8b40d1c8f2ddb302ebe49339554243,75)	The most common cause of hypertension in children is,no rationale,5,E,a)	Endocrine pathologies,b)	Intracranial hypertension,c)	Neurovascular pathology,d)	Primary cardiac pathology,e)	Renal pathology,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: 75)	The most common cause of hypertension in children is
###Options:
A.  a)	Endocrine pathologies
B.  b)	Intracranial hypertension
C.  c)	Neurovascular pathology
D.  d)	Primary cardiac pathology
E.  e)	Renal pathology

###Answer:","Answer:  
E) Renal pathology

Rationale:  
Renal diseases are recognized as the most common cause of persistent hypertension in children. These can include conditions such as chronic kidney disease, glomerulonephritis, and congenital anomalies of the kidney or urinary tract, all of which can contribute to elevated blood pressure in the pediatric population.",E,True,"
###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option first and then provide a rationale for your answer. 
###Question: 
75)	The most common cause of hypertension in children is###options: {""option1"": ""a)\tEndocrine pathologies"", ""option2"": ""b)\tIntracranial hypertension"", ""option3"": ""c)\tNeurovascular pathology"", ""option4"": ""d)\tPrimary cardiac pathology"", ""option5"": ""e)\tRenal pathology""}"
c6d01cf2c9f9a6b55631520db9e888d28e7f26548dd4a8a81374f708257717b5,Which of the following is given to treat latent TB infection in patients living with HIV?,no rationale,5,B,BCG,Isoniazid,Pyrazinamide,Moxifloxacin,Ethambutol,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Which of the following is given to treat latent TB infection in patients living with HIV?
###Options:
A.  BCG
B.  Isoniazid
C.  Pyrazinamide
D.  Moxifloxacin
E.  Ethambutol

###Answer:","Answer: B. Isoniazid

Rationale: For patients living with HIV who have latent TB infection, isoniazid is the standard preventive treatment. It reduces the risk of progression from latent to active TB.",B,True,"
###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option first and then provide a rationale for your answer. 
###Question: 
Which of the following is given to treat latent TB infection in patients living with HIV?###options: {""option1"": ""BCG"", ""option2"": ""Isoniazid"", ""option3"": ""Pyrazinamide"", ""option4"": ""Moxifloxacin"", ""option5"": ""Ethambutol""}"
189d92a34924ea69076386a4c414ca812a3de23d78b18075ac3a18e6463d4060,"While on clozapine, patients suspected of having an infection




",no rationale,5,C,should have an immediate infection screen and red cell count performed.,should have an immediate infection screen and platelet cell count performed.,should have an immediate infection screen and white cell count performed.,should have an immediate serum clozapine screen and white cell count performed.,should have an immediate serum clozapine screen and red cell count performed.,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: While on clozapine, patients suspected of having an infection





###Options:
A.  should have an immediate infection screen and red cell count performed.
B.  should have an immediate infection screen and platelet cell count performed.
C.  should have an immediate infection screen and white cell count performed.
D.  should have an immediate serum clozapine screen and white cell count performed.
E.  should have an immediate serum clozapine screen and red cell count performed.

###Answer:","Answer: C. should have an immediate infection screen and white cell count performed.

Rationale: Clozapine can cause agranulocytosis (a severe decrease in white blood cells), putting patients at significant risk for serious infections. Therefore, if a patient on clozapine is suspected of having an infection, the immediate evaluation should include both an infection screen (e.g., cultures, clinical assessment) and a white blood cell (WBC) count to detect any possible agranulocytosis early.",C,True,"
###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option first and then provide a rationale for your answer. 
###Question: 
While on clozapine, patients suspected of having an infection




###options: {""option1"": ""should have an immediate infection screen and red cell count performed."", ""option2"": ""should have an immediate infection screen and platelet cell count performed."", ""option3"": ""should have an immediate infection screen and white cell count performed."", ""option4"": ""should have an immediate serum clozapine screen and white cell count performed."", ""option5"": ""should have an immediate serum clozapine screen and red cell count performed.""}"
