,sample_id,question,rationale,options_len,answer,A,B,C,D,E,model_prompt,outputs,preds,correct
2198,bebe0bb9adce6eadee23f0e7aa2c1f368fb51e56c14aeeabaae95c929a265e14,"Which of the following is not an abnormal experience?




",no rationale,5,B,Paranoid delusion,Hypnogogic hallucination,Delusion of reference,Grandiosity delusion,Delusion of control,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Which of the following is not an abnormal experience?





###Options:
A.  Paranoid delusion
B.  Hypnogogic hallucination
C.  Delusion of reference
D.  Grandiosity delusion
E.  Delusion of control

###Answer:","**B. Hypnogogic hallucination**

**Rationale:**

*   **A. Paranoid delusion:** This is a false, fixed belief that one is being persecuted, harmed, or conspired against. It is a core symptom of psychotic disorders and is considered an abnormal experience.
*   **B. Hypnogogic hallucination:** These are vivid sensory experiences (visual, auditory, tactile, etc.) that occur as a person is falling asleep. They are common in the general population and are generally considered normal, non-pathological phenomena, unless they are particularly distressing or associated with other conditions like narcolepsy.
*   **C. Delusion of reference:** This is a false belief that ordinary events, objects, or the behavior of others have particular and unusual personal meaning. This is a type of delusion and is an abnormal experience.
*   **D. Grandiosity delusion (Delusion of grandeur):** This is a false belief that one possesses superior qualities such as genius, fame, omnipotence, or wealth. This is a type of delusion and is an abnormal experience.
*   **E. Delusion of control:** This is a false belief that one's thoughts, feelings, or actions are being controlled by an external force. This is a type of delusion and is an abnormal experience.

Therefore, hypnogogic hallucinations are the only option listed that is not inherently an abnormal experience in most contexts.",B,True
2199,3e8c2386cbdff0e7051be3b0bedf105f34327d0ce3b845d445054e897c702038,"120. Which is not true about loop diuretics
 ",no rationale,4,D,A.​Can be given together with thiazide diuretics,B.​Can treat hypercalcemia,C.​Can treat hypertension,D.​Can be given synergistically with aminoglycosides,,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: 120. Which is not true about loop diuretics
 
###Options:
A.  A.​Can be given together with thiazide diuretics
B.  B.​Can treat hypercalcemia
C.  C.​Can treat hypertension
D.  D.​Can be given synergistically with aminoglycosides

###Answer:","**D. Can be given synergistically with aminoglycosides**

**Rationale:**

*   **A. Can be given together with thiazide diuretics:** This is TRUE. Loop diuretics and thiazide diuretics act on different segments of the nephron (loop of Henle and distal convoluted tubule, respectively). When given together, they can produce a synergistic diuretic effect, which is often utilized in cases of refractory edema or severe heart failure.
*   **B. Can treat hypercalcemia:** This is TRUE. Loop diuretics (e.g., furosemide) increase the urinary excretion of calcium by inhibiting calcium reabsorption in the thick ascending limb of the loop of Henle. This makes them useful in the acute management of hypercalcemia, especially when combined with saline hydration.
*   **C. Can treat hypertension:** This is TRUE. Loop diuretics reduce extracellular fluid volume and plasma volume by inhibiting sodium and chloride reabsorption, leading to a decrease in cardiac output and blood pressure. They are effective antihypertensive agents, particularly in patients with fluid overload, heart failure, or renal insufficiency.
*   **D. Can be given synergistically with aminoglycosides:** This is NOT TRUE in the context of a beneficial synergistic effect. While these drugs can be administered concomitantly, the primary concern with their co-administration is a synergistic *increase in toxicity*, specifically ototoxicity (hearing loss, vestibular dysfunction) and nephrotoxicity (kidney damage). This is a well-known adverse drug interaction, and combining these agents significantly elevates the risk of these serious side effects. Therefore, such a combination is generally avoided or used with extreme caution and close monitoring, not for a beneficial synergistic therapeutic effect. The phrasing implies a positive or intended synergy, which is incorrect; the synergy is detrimental.

The final answer is $\boxed{D}$",D,True
2200,11cf5ab90cfd84920837f415fec1ab3548742e3e5f66062479b694e0958fd162,Which among the following is most likely to go into heart failure,no rationale,4,B,asd,vsd,tof,pulmonary stenosis,,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Which among the following is most likely to go into heart failure
###Options:
A.  asd
B.  vsd
C.  tof
D.  pulmonary stenosis

###Answer:","B. vsd

**Rationale:**
A Ventricular Septal Defect (VSD) is an opening in the wall (septum) between the two lower chambers of the heart (the ventricles). If the VSD is large, a significant amount of oxygenated blood from the left ventricle (which pumps blood to the body) shunts across the defect into the right ventricle (which pumps blood to the lungs). This has several consequences leading to heart failure:

1.  **Pulmonary Overcirculation:** The right ventricle pumps this extra shunted blood, along with the normal venous return, to the lungs. This results in excessive blood flow to the lungs (pulmonary overcirculation).
2.  **Left Ventricular Volume Overload:** The increased blood flow returns from the lungs to the left atrium and then to the left ventricle. The left ventricle must therefore pump a much larger volume of blood than normal (to supply the body *and* the shunt). This chronic volume overload causes the left ventricle to dilate and eventually fail.
3.  **Congestive Heart Failure (CHF):** The combination of pulmonary congestion (due to overcirculation) and the left ventricle's inability to effectively pump the increased volume leads to symptoms of CHF. In infants, this typically manifests as rapid breathing (tachypnea), difficulty feeding, poor weight gain, and excessive sweating. This often occurs within the first few weeks to months of life as pulmonary vascular resistance naturally decreases, allowing more shunting.

**Why other options are less likely (or cause heart failure differently/later):**

*   **A. ASD (Atrial Septal Defect):** An ASD is a hole between the atria. While a large ASD can lead to right atrial and right ventricular volume overload and eventually right heart failure and pulmonary hypertension, it is generally well-tolerated for many years, with heart failure typically developing in adulthood if uncorrected. It is less likely to cause heart failure in early life compared to a large VSD.
*   **C. TOF (Tetralogy of Fallot):** TOF is a complex defect consisting of a VSD, pulmonary stenosis (PS), an overriding aorta, and right ventricular hypertrophy. The presence of PS restricts blood flow to the lungs. This actually limits the amount of left-to-right shunting through the VSD that would cause volume overload heart failure. The primary problem in TOF is usually cyanosis (bluish skin) due to insufficient oxygenated blood. While right ventricular failure can occur due to chronic pressure overload from the PS, the typical volume-overload congestive heart failure seen with an isolated large VSD is uncommon in TOF.
*   **D. Pulmonary Stenosis:** Pulmonary stenosis is a narrowing at or near the pulmonary valve, obstructing blood flow from the right ventricle to the pulmonary artery. Severe PS causes increased pressure work for the right ventricle, leading to right ventricular hypertrophy and, if severe and untreated, right heart failure. While this is a cause of heart failure, large VSDs are often considered more likely to lead to the classic picture of congestive heart failure with pulmonary symptoms due to the significant volume overload on the left side of the heart and pulmonary circulation.

Therefore, among the given options, a (large) VSD is most likely to lead to heart failure, particularly in infancy, due to the significant left-to-right shunt causing pulmonary overcirculation and left ventricular volume overload.",B,True
2201,be5c5b4c0e83674f7789025a3fc1c0a9422115f325744d3599b166a7419897cf,"Mr. Adu has been feeling sad and has lost interest in pleasurable for the past 3 months. He has heard that people with depression may be prescribed an SSRI, and wants to know what SSRI stands for. You tell Mr Adu that SSRI stands for





",no rationale,5,E,Specific Serotonin Receptor Inhibitor,Selective Serotonin Receptor Inhibitor,Sensitive Serotonin Receptor Inhibitor,Specific Serotonin Reuptake Inhibitor,Selective Serotonin Reuptake Inhibitor,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Mr. Adu has been feeling sad and has lost interest in pleasurable for the past 3 months. He has heard that people with depression may be prescribed an SSRI, and wants to know what SSRI stands for. You tell Mr Adu that SSRI stands for






###Options:
A.  Specific Serotonin Receptor Inhibitor
B.  Selective Serotonin Receptor Inhibitor
C.  Sensitive Serotonin Receptor Inhibitor
D.  Specific Serotonin Reuptake Inhibitor
E.  Selective Serotonin Reuptake Inhibitor

###Answer:","E. Selective Serotonin Reuptake Inhibitor

**Rationale:** SSRI stands for **Selective Serotonin Reuptake Inhibitor**. These medications work by selectively inhibiting the reuptake of serotonin, a neurotransmitter, into the presynaptic neuron. This action increases the concentration of serotonin in the synaptic cleft, making more serotonin available to bind with postsynaptic receptors, which is thought to help alleviate symptoms of depression. Options A, B, C, and D incorrectly define parts of the acronym (e.g., ""Receptor Inhibitor"" instead of ""Reuptake Inhibitor"" or ""Specific/Sensitive"" instead of ""Selective"").",E,True
2202,b1236cb8bd7ecef20dcc6553f88a4672f3bc6936d7cf0576301ae9b2108c2de0,"118. In resusc itating a 2-year-old child who was previously healthy, what do you expect the
weight to be?",no rationale,4,B,10kg,12kg,14kg,16kg,,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: 118. In resusc itating a 2-year-old child who was previously healthy, what do you expect the
weight to be?
###Options:
A.  10kg
B.  12kg
C.  14kg
D.  16kg

###Answer:","B. 12kg

**Rationale:**
For estimating the weight of a child in an emergency or resuscitation setting when the actual weight is unknown, several formulas are used. A commonly used and simple formula for children aged 1-10 years is:

**Weight (kg) = (Age in years x 2) + 8**

For a 2-year-old child:
Weight (kg) = (2 x 2) + 8
Weight (kg) = 4 + 8
Weight (kg) = 12 kg

Another widely accepted formula, especially in paediatric life support (like APLS - Advanced Paediatric Life Support), is:

**Weight (kg) = (Age in years + 4) x 2** (for children 1-5 years old)

For a 2-year-old child:
Weight (kg) = (2 + 4) x 2
Weight (kg) = 6 x 2
Weight (kg) = 12 kg

Both common estimation formulas yield 12 kg for a 2-year-old child. This estimated weight is crucial for calculating medication dosages and fluid volumes during resuscitation. Options A, C, and D represent weights that are either too low or too high for an average, previously healthy 2-year-old.",B,True
2203,be3b24fad325e2146bcf7011d03caa0ab4cf149add524c8603a722e678288fd6,"You are the house officer on duty when a patient reports with complaint of hearing voices commenting on his every action even though he doesn’t see anyone talking. You rightly determine that this person is experiencing 




",no rationale,5,B,Second person auditory hallucinations,Third person auditory hallucinations,Passivity of volition,Passivity of impulse,Somatic Passivity,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: You are the house officer on duty when a patient reports with complaint of hearing voices commenting on his every action even though he doesn’t see anyone talking. You rightly determine that this person is experiencing 





###Options:
A.  Second person auditory hallucinations
B.  Third person auditory hallucinations
C.  Passivity of volition
D.  Passivity of impulse
E.  Somatic Passivity

###Answer:","###Answer:
B. Third person auditory hallucinations

###Rationale:
The patient's complaint describes hearing voices that are making a running commentary on his actions (""commenting on his every action""). This is a classic example of **third-person auditory hallucinations**, where the voices are perceived as talking about the patient or discussing their actions, as if they are an observer or commentator.

*   **Second-person auditory hallucinations** (Option A) involve voices speaking directly to the patient (e.g., ""You are worthless,"" or giving commands).
*   **Passivity of volition** (Option C) is a phenomenon where the patient feels their will or actions are controlled by an external agency, not that they are hearing voices commenting on their actions.
*   **Passivity of impulse** (Option D) is when the patient feels their impulses are imposed on them by an external force.
*   **Somatic passivity** (Option E) involves the patient feeling that sensations in their body are being caused or controlled by an external agent.

Therefore, the description most accurately fits third-person auditory hallucinations.",B,True
2204,e043b34764593eaf9a10f90c7781bec5c70d68800bc00052a1f0e73422868ad9,"117. Which of these is not expected in minimal change nephrotic syndrome
 
",no rationale,4,B,A.​Hyperlipidaemia,hypertension,C.​Hypoalbuminemia,proteinuria,,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: 117. Which of these is not expected in minimal change nephrotic syndrome
 

###Options:
A.  A.​Hyperlipidaemia
B.  hypertension
C.  C.​Hypoalbuminemia
D.  proteinuria

###Answer:","B. hypertension

**Rationale:**
Minimal change nephrotic syndrome is characterized by a classic tetrad of features:
1.  **Proteinuria:** Massive proteinuria (typically >3.5 g/day or >40 mg/m²/hr in children) is the hallmark.
2.  **Hypoalbuminemia:** Due to the loss of albumin in the urine, leading to low serum albumin levels (<3.0 g/dL).
3.  **Edema:** Generalized edema results from hypoalbuminemia (reducing oncotic pressure) and sodium/water retention.
4.  **Hyperlipidemia:** The liver increases synthesis of lipoproteins in response to hypoalbuminemia, leading to elevated cholesterol and triglycerides.

While hypertension can occur in some patients with nephrotic syndrome, especially in adults or with other underlying glomerular diseases, it is *not* a typical or expected primary feature of classical minimal change nephrotic syndrome, particularly in children. Blood pressure is often normal or only mildly and transiently elevated. Significant or persistent hypertension would suggest a different underlying pathology or a complication. Therefore, among the given options, hypertension is the least expected finding.",B,True
2205,2d40cc5bc4bea59bbab944a7eb36cf7814644821e3b4c07b047e38089baf11a7,"Which of the following is not a characteristic feature of psychosis?




",no rationale,5,B,Hallucination,Illusion,Delusion,Disorganized speech,None of the above,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Which of the following is not a characteristic feature of psychosis?





###Options:
A.  Hallucination
B.  Illusion
C.  Delusion
D.  Disorganized speech
E.  None of the above

###Answer:","**B. Illusion**

**Rationale:**

*   **Hallucinations** (A) are sensory experiences that occur in the absence of an external stimulus (e.g., hearing voices when no one is speaking). They are a hallmark feature of psychosis.
*   **Delusions** (C) are fixed, false beliefs that are not amenable to change in light of conflicting evidence (e.g., believing one is being persecuted by a government agency without any basis). They are a core symptom of psychosis.
*   **Disorganized speech** (D), often reflecting disorganized thought processes (e.g., incoherent or tangential speech), is another key characteristic of psychosis.

*   **Illusions** (B) are misinterpretations or misperceptions of real external stimuli. For example, mistaking a coat hanging on a door for a person in a dimly lit room. While illusions can occur in individuals with psychosis, they are not considered a primary or defining characteristic feature of psychosis itself. Illusions can also be experienced by people without any mental illness, particularly under certain conditions (e.g., fatigue, low light, high stress). The defining features of psychosis involve a more profound break from reality, such as experiencing things that aren't there (hallucinations) or holding unshakeable false beliefs (delusions).",B,True
2206,765723d0b2883cc257a8247e7647ce6bd8ca7c4a83427351ea0078be44ac4155,116. Concerning Poliovirus vaccination all of the following are true EXCEPT,no rationale,4,D,A.​Salk vaccine is used in the expanded immunisation program in Ghana,B.​Oral live attenuated induces intestinal mucosal immunity,C.​Sabin vaccine may occasionally cause paralytic poliomyelitis,D.​Salk provides better herd immunity,,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: 116. Concerning Poliovirus vaccination all of the following are true EXCEPT
###Options:
A.  A.​Salk vaccine is used in the expanded immunisation program in Ghana
B.  B.​Oral live attenuated induces intestinal mucosal immunity
C.  C.​Sabin vaccine may occasionally cause paralytic poliomyelitis
D.  D.​Salk provides better herd immunity

###Answer:","D. Salk provides better herd immunity

**Rationale:**

*   **A. Salk vaccine is used in the expanded immunisation program in Ghana:** This is true. Ghana, like many countries, has incorporated the Inactivated Polio Vaccine (IPV, Salk vaccine) into its routine immunization schedule, often in combination with or as a transition from the Oral Polio Vaccine (OPV).
*   **B. Oral live attenuated induces intestinal mucosal immunity:** This is true. The Sabin vaccine (Oral Polio Vaccine, OPV) is a live attenuated vaccine. It replicates in the intestinal tract and elicits a strong local mucosal immune response (IgA), which is crucial for preventing poliovirus infection and shedding from the gut, thereby interrupting transmission.
*   **C. Sabin vaccine may occasionally cause paralytic poliomyelitis:** This is true. The live attenuated virus in the Sabin vaccine (OPV) can, in very rare instances (approximately 1 case per 2.4 million doses), revert to a neurovirulent form and cause vaccine-associated paralytic poliomyelitis (VAPP) in the recipient or their close contacts.
*   **D. Salk provides better herd immunity:** This statement is **false**. The Oral Polio Vaccine (OPV, Sabin) is generally considered to provide better herd immunity than the Inactivated Polio Vaccine (IPV, Salk). This is because OPV induces robust intestinal mucosal immunity, which not only protects the vaccinated individual from paralysis but also significantly reduces viral replication and shedding in the feces. This interruption of fecal-oral transmission is key to protecting unvaccinated individuals in the community (herd immunity). While IPV effectively prevents paralytic disease by inducing systemic immunity (serum IgG), it does not prevent intestinal infection or shedding of the virus as effectively as OPV, thus contributing less to herd immunity by interrupting transmission.",D,True
2207,1911fe8f86a3a041d4705404cbccf2bd1ffc4c4b8b74c8651a7ce23c9e4a539e,"The following are types of Schizophrenia except 





",no rationale,5,D,Simple Schizophrenia,Paranoid Schizophrenia,Negative Schizophrenia,Positive Schizophrenia,None of the above,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: The following are types of Schizophrenia except 






###Options:
A.  Simple Schizophrenia
B.  Paranoid Schizophrenia
C.  Negative Schizophrenia
D.  Positive Schizophrenia
E.  None of the above

###Answer:",,N,False
2208,8d81d548de0c1fd1b1110a10f0a23c60334170ecea5137c449b984b863da31b8,"You are attending to a patient you suspect may be Catatonic. All the following are features you will look out for to make a diagnosis of Catatonia except





",no rationale,5,A,Auditory hallucinations,Grimacing,Posturing,Echopraxia,Stupor,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: You are attending to a patient you suspect may be Catatonic. All the following are features you will look out for to make a diagnosis of Catatonia except






###Options:
A.  Auditory hallucinations
B.  Grimacing
C.  Posturing
D.  Echopraxia
E.  Stupor

###Answer:","###Answer:
A. Auditory hallucinations

###Rationale:
Catatonia is a psychomotor syndrome characterized by a range of motor, vocal, and behavioral abnormalities. The diagnostic criteria for catatonia (e.g., according to DSM-5) include features such as:

*   **Stupor:** No psychomotor activity; not actively relating to the environment.
*   **Catalepsy:** Passive induction of a posture held against gravity.
*   **Waxy flexibility:** Slight, even resistance to positioning by examiner.
*   **Mutism:** No, or very little, verbal response (exclude if known aphasia).
*   **Negativism:** Opposition or no response to instructions or external stimuli.
*   **Posturing:** Spontaneous and active maintenance of a posture against gravity.
*   **Mannerisms:** Odd, circumstantial caricature of normal actions.
*   **Stereotypy:** Repetitive, abnormally frequent, non-goal-directed movements.
*   **Agitation, not influenced by external stimuli.**
*   **Grimacing:** Maintaining odd facial expressions.
*   **Echolalia:** Mimicking another’s speech.
*   **Echopraxia:** Mimicking another’s movements.

**Auditory hallucinations** are perceptual disturbances where an individual hears sounds (like voices) that are not present. While catatonia can occur in the context of psychotic disorders (like schizophrenia) where hallucinations are common, auditory hallucinations themselves are not a direct diagnostic feature *of catatonia*. The other options listed (Grimacing, Posturing, Echopraxia, Stupor) are all recognized motor or behavioral signs used in diagnosing catatonia.",A,True
2209,216cea065e0a702f8eba867cc43b23d72b15ce07d695b7680e5f7817a1c4e7cc,Which is not strongly associated with child abuse in 2-year-old,no rationale,4,B,A.​Fractured clavicle,B.​Torn upper frenulum,C.​Burn at back of hand,D.​Greenstick fracture of ulnar or radius,,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Which is not strongly associated with child abuse in 2-year-old
###Options:
A.  A.​Fractured clavicle
B.  B.​Torn upper frenulum
C.  C.​Burn at back of hand
D.  D.​Greenstick fracture of ulnar or radius

###Answer:","The correct option is A. A.​Fractured clavicle

**Rationale:**

*   **A. Fractured clavicle:** Clavicle (collarbone) fractures are very common in children, including 2-year-olds. They often occur from accidental falls, such as falling off a bed, couch, or during play. While any injury can potentially be due to abuse, isolated clavicle fractures with a plausible history of accidental trauma are generally considered to have low specificity for child abuse. They are frequently accidental.

*   **B. Torn upper frenulum:** A torn upper lip frenulum (the piece of tissue connecting the upper lip to the gum) in a young child is highly suspicious for child abuse. It can result from forced feeding, a direct blow to the mouth, or an object being forced into the mouth. This injury is strongly associated with abuse.

*   **C. Burn at back of hand:** Burns on the back of the hand in a child are highly suggestive of inflicted injury (abuse). Accidental burns in toddlers are more typically on the palms (from touching hot surfaces) or splash burns. A burn on the back of the hand could indicate an immersion burn (if the hand was forcibly held in hot liquid) or a contact burn (e.g., from a cigarette or hot object pressed against it). This pattern is strongly associated with abuse.

*   **D. Greenstick fracture of ulnar or radius:** Greenstick fractures (incomplete fractures common in young children due to softer bones) of the forearm (ulna or radius) can occur accidentally, often from a fall on an outstretched hand (FOOSH). However, like any fracture in a young child, abuse must be considered, especially if the explanation for the injury is inconsistent with the child's developmental stage or the reported mechanism. While many are accidental, they might carry a slightly higher index of suspicion than an isolated clavicle fracture in some contexts, or at least, they are not as classically ""low-suspicion"" as an isolated clavicle fracture in terms of being ""not strongly associated"" when compared to clear abuse indicators like B and C.

**Conclusion:**
Options B and C are strongly associated with child abuse. Between A and D, both can be accidental. However, fractured clavicles are extremely common accidental injuries in young children and are often cited as having a lower specificity for abuse compared to many other fractures, making them ""not strongly associated"" with abuse in many typical scenarios. Therefore, a fractured clavicle is the injury among the options that is *not strongly associated* with child abuse in a 2-year-old, especially when compared to a torn frenulum or a burn on the back of the hand.",A,False
2210,698f07d7a0f356889e1dda6e4b0389e9547ed3b4b52b19e62c403fd9720e0935,"To prevent Wernicke’s Encephalopathy, patients with alcohol use disorder must be given




",no rationale,5,C,Vitamin B2 – Thiamine,Vitamin B12 – Pyridoxine,Vitamin B1 – Thiamine,Vitamin B6 – Pyridoxine,Vitamin B3 – Niacin,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: To prevent Wernicke’s Encephalopathy, patients with alcohol use disorder must be given





###Options:
A.  Vitamin B2 – Thiamine
B.  Vitamin B12 – Pyridoxine
C.  Vitamin B1 – Thiamine
D.  Vitamin B6 – Pyridoxine
E.  Vitamin B3 – Niacin

###Answer:","C. Vitamin B1 – Thiamine

**Rationale:**
Wernicke’s Encephalopathy is an acute neurological condition characterized by a classic triad of symptoms: ophthalmoplegia (eye movement abnormalities), ataxia (unsteady gait), and confusion. It is caused by a deficiency of thiamine (Vitamin B1).

Patients with alcohol use disorder are particularly susceptible to thiamine deficiency due to several reasons:
1.  **Poor dietary intake:** Individuals with chronic alcohol dependence often have a poor diet and may substitute alcohol for food, leading to inadequate thiamine intake.
2.  **Impaired absorption:** Alcohol directly damages the gastrointestinal mucosa, impairing the absorption of thiamine from the gut.
3.  **Impaired utilization and storage:** Alcohol can interfere with the conversion of thiamine to its active form, thiamine pyrophosphate (TPP), and can also impair thiamine storage in the liver.

Given the critical role of thiamine in carbohydrate metabolism and nerve function, its deficiency can lead to severe neurological damage. Therefore, to prevent Wernicke's Encephalopathy, especially in patients with alcohol use disorder who are at high risk, thiamine (Vitamin B1) supplementation is essential. It is often administered parenterally (intravenously or intramuscularly) before or along with glucose administration, as glucose can precipitate or worsen Wernicke's Encephalopathy in thiamine-deficient individuals by increasing thiamine demand.

Let's look at the other options:
*   **A. Vitamin B2 – Thiamine:** Vitamin B2 is Riboflavin, not Thiamine.
*   **B. Vitamin B12 – Pyridoxine:** Vitamin B12 is Cobalamin, and Pyridoxine is Vitamin B6.
*   **D. Vitamin B6 – Pyridoxine:** Vitamin B6 is Pyridoxine. While important, it is not the primary vitamin for preventing Wernicke's.
*   **E. Vitamin B3 – Niacin:** Vitamin B3 is Niacin. Its deficiency causes pellagra, not Wernicke's.",C,True
2211,c1bc8d6d0f5f663ec88c7baed41230e12481315ec4434b6eaad759e197287fbc,"A term new born admitted to NICU on account of respiratory distress soon after birth.
Spontaneous vaginal delivery and oligohydramnios. What is likely to be the cause",no rationale,4,D,A.​Transient tachypnoea of new born,B.​Congenital heart disease,C.​Surfactant deficiency,D.​Lung hypoplasia,,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: A term new born admitted to NICU on account of respiratory distress soon after birth.
Spontaneous vaginal delivery and oligohydramnios. What is likely to be the cause
###Options:
A.  A.​Transient tachypnoea of new born
B.  B.​Congenital heart disease
C.  C.​Surfactant deficiency
D.  D.​Lung hypoplasia

###Answer:","D. Lung hypoplasia

**Rationale:**
Oligohydramnios (a deficiency of amniotic fluid) during gestation is a well-known and significant risk factor for pulmonary hypoplasia. Amniotic fluid plays a crucial role in fetal lung development by distending the airways and promoting alveolar growth. When amniotic fluid volume is insufficient, the lungs may not develop properly, leading to reduced lung volume and an insufficient number of alveoli. This underdevelopment (hypoplasia) results in respiratory distress immediately after birth, as the newborn's lungs are unable to support adequate gas exchange.

*   **A. Transient tachypnoea of new born (TTN):** This is caused by delayed clearance of fetal lung fluid and is more common after caesarean section or in late preterm infants. While it causes respiratory distress, oligohydramnios is not a primary risk factor.
*   **B. Congenital heart disease (CHD):** While CHD can cause respiratory distress, the specific mention of oligohydramnios points more directly to a primary lung development issue.
*   **C. Surfactant deficiency (Respiratory Distress Syndrome - RDS):** This is primarily seen in premature infants due to immature lungs. While term infants can rarely have surfactant issues (e.g., SP-B deficiency, maternal diabetes), oligohydramnios's direct impact is on lung growth rather than surfactant production itself.",D,True
2212,1e1d81c3a4c177ffa9349fd34d664c5ecaf71b0dd033eaf7f7fddc380437ad2b,"According to DSM 5, for a diagnosis of Bipolar 1, at least one episode of which the following is required? 





",no rationale,5,B,Depressive,Manic,Hypomanic,Dysthymic,B and C,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: According to DSM 5, for a diagnosis of Bipolar 1, at least one episode of which the following is required? 






###Options:
A.  Depressive
B.  Manic
C.  Hypomanic
D.  Dysthymic
E.  B and C

###Answer:","B. Manic

**Rationale:**
According to the DSM-5 criteria, a diagnosis of Bipolar I Disorder requires the occurrence of at least one manic episode. While major depressive episodes are common in Bipolar I Disorder, they are not required for the diagnosis. Hypomanic episodes are characteristic of Bipolar II Disorder or can occur in Bipolar I Disorder but are not the defining feature for Bipolar I. Dysthymia (Persistent Depressive Disorder) is a separate mood disorder. Therefore, the presence of a manic episode is the key criterion for Bipolar I Disorder.",B,True
2213,d1e7e89a614caa2cc788e8c59ad92d17333b3f1fec7abf8c46459f8fc99c40ea,"A main distinguishing feature between  an Acute psychotic disorder and delirium is



",no rationale,5,C,Acute onset,Presence of Agitation,Preserved consciousness,Verbal Aggression,Altered mood,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: A main distinguishing feature between  an Acute psychotic disorder and delirium is




###Options:
A.  Acute onset
B.  Presence of Agitation
C.  Preserved consciousness
D.  Verbal Aggression
E.  Altered mood

###Answer:","C. Preserved consciousness

**Rationale:**
The core distinction between delirium and an acute psychotic disorder lies in the state of consciousness.

*   **Delirium** is primarily characterized by a disturbance of consciousness (e.g., reduced clarity of awareness of the environment) and a change in cognition (such as memory deficit, disorientation, language disturbance) or the development of a perceptual disturbance that is not better accounted for by a preexisting, established, or evolving dementia. The disturbance develops over a short period (usually hours to days) and tends to fluctuate during the course of the day.
*   **Acute psychotic disorders** (like brief psychotic disorder, schizophreniform disorder, or an acute exacerbation of schizophrenia) are primarily characterized by delusions, hallucinations, disorganized speech, or grossly disorganized or catatonic behavior. While these can be distressing and disorienting, the individual's level of consciousness and basic attention are typically preserved, unlike in delirium where consciousness is clouded or altered.

Let's look at why other options are not the *main distinguishing feature*:
*   **A. Acute onset:** Both delirium and acute psychotic disorders can have an acute onset.
*   **B. Presence of Agitation:** Agitation can be a prominent feature in both conditions.
*   **D. Verbal Aggression:** Verbal aggression can occur in both delirium (due to confusion, fear) and acute psychosis (due to delusions, paranoia).
*   **E. Altered mood:** Mood disturbances can be present in both. Delirium can present with labile mood, anxiety, or irritability. Psychotic disorders can also have associated mood symptoms.

Therefore, the preservation or disturbance of consciousness is the most critical factor in differentiating between the two.",C,True
